Attr 0,Attr 1,Attr 2,Attr 3,Attr 4,Attr 5,Attr 6,Attr 7,Attr 8,Attr 9,Attr 10,Attr 11,Attr 12,Labels
Warsaw,Green,Orange,Sergeant First Class,0.491733297,-1.767836755,3.28644562,1.259514681,0.091699003,-0.479306537,-0.770752329,-0.00137359,-159.7816441,Z
New York,Orange,Green,Sergeant,1.637500159,-1.612570676,2.718275606,1.088869075,0.095315032,-0.414151575,-0.836124279,-0.099339395,733.912522,Y
New York,Red,Blue,Sergeant,1.116655889,-1.852421807,2.338235217,0.121560638,0.098205395,-0.447133295,-0.794257712,-0.007947599,-98.77583954,Y
Warsaw,Red,Blue,Private,0.956637421,-1.917889964,3.269638238,-1.418363131,0.098569142,-0.410414803,-0.862834431,-0.03690882,-0.729440586,X
New York,Magenta,Lavender,Private First Class,1.471004661,-1.359544809,3.092100725,0.08352376,0.104021224,0.581759336,0.860887304,0.032487103,49.84783424,X
Shanghai,Red,Purple,Corporal,1.113701444,-1.233934409,2.767793301,0.786194163,0.104210469,0.703741669,0.8844101,-0.006241246,-396.2675513,Z
Warsaw,Green,Cyan,First Sergeant,-2.07123777,6.008416284,0.495914174,0.193124132,0.104608059,-0.361219191,-0.875862784,-0.059661876,186.1279823,Y
Warsaw,Yellow,Red,Private,1.125047228,-1.660028719,3.11005206,0.758195433,0.10688076,0.636398513,0.911908204,0.051204766,-131.5495712,Z
Warsaw,Green,Purple,Sergeant Major,-1.009370773,7.509349751,9.993740806,0.133123138,0.11690168,0.664491076,0.93795324,0.066001365,-91.91751589,Y
Shanghai,Magenta,Lavender,Private Second Class,1.45467104,-1.111869746,2.925398978,-0.891737668,0.12048138,-0.449674097,-0.850079206,-0.008189681,-359.1252595,Z
New York,Teal,Pink,Sergeant,0.689007056,-1.556151872,2.398930399,1.074086078,0.124790616,-0.38551965,-0.863794479,-0.099867841,-258.232614,X
Warsaw,Green,Cyan,Private,-1.944795176,6.403542661,1.362389191,0.552925164,0.127174291,-0.425866363,-0.790957987,-0.042480797,70.19789085,Y
Shanghai,Yellow,Lime,Staff Sergeant,-1.537980302,7.526183012,8.677282007,0.10323085,0.129051405,0.692349717,0.924580621,-0.040362274,-106.5816437,Y
New York,Purple,Teal,Private First Class,-2.131535913,5.95698212,0.723377552,-0.135757865,0.132417099,0.609476548,0.889621988,0.001007267,182.3878272,X
Warsaw,Orange,Lime,Staff Sergeant,1.326603183,4.25774434,2.238233764,0.176769015,0.133842608,0.643831177,0.910033659,-0.055066531,237.7307866,Y
Warsaw,Red,Cyan,Private First Class,0.522511567,-1.353660832,2.75550557,-1.533569925,0.14263773,0.661046351,0.827356306,0.006026522,289.895684,X
Mexico City,Green,Blue,Private First Class,1.314854698,-1.361267472,2.714988477,0.781377317,0.143680846,-0.391228322,-0.790801764,-0.100083429,-293.7532819,X
Mumbai,Red,Lavender,Private First Class,1.246048373,-1.87809226,3.436342208,1.33729843,0.149256726,0.696681876,0.84642607,-0.003413354,-3.419374448,X
New York,Green,Pink,Private First Class,1.468127161,-1.152452354,3.189234301,0.438141341,0.149359829,-0.404271936,-0.815407209,-0.011884334,-427.3364333,Z
Warsaw,Red,Pink,Specialist,0.980339865,-1.31448701,3.013540494,-0.078467856,0.153189995,0.660124945,0.901912299,-0.043641734,-1135.524775,X
Warsaw,Pink,Magenta,Command Sergeant Major,0.902959567,-1.575681984,3.053505964,0.959313415,0.155240277,-0.320270272,-0.839268761,-0.062577726,61.69572169,Z
New York,Yellow,Green,Sergeant First Class,-2.413503234,5.683481994,0.919755487,0.276178196,0.165416904,0.691856689,0.878488508,-0.06636609,-197.9313156,X
Warsaw,Green,Red,Command Sergeant Major,-0.768361304,8.01792123,9.130223597,0.237409178,0.165859718,-0.368238419,-0.835517132,-0.018415009,627.4532925,X
Warsaw,Red,Teal,Specialist,1.084231821,4.117049109,1.488505076,0.080150708,0.1680894,0.713351895,0.838218887,-0.051566705,-804.9731735,Z
Shanghai,Red,Teal,Private First Class,-1.568093175,8.440115756,9.955842509,0.716868275,0.169468811,-0.403627121,-0.88508774,-0.117595831,39.65145606,X
Shanghai,Green,Blue,Sergeant,0.773543537,4.065261712,2.034240603,0.166535243,0.175003827,0.678547552,0.858170013,0.017243569,-171.9008197,Z
Warsaw,Cyan,Magenta,First Sergeant,1.487169586,-1.371266426,3.386298687,1.375106387,0.176520711,-0.393856699,-0.879853065,-0.121914569,303.4232007,Z
Warsaw,Orange,Teal,Private First Class,0.997048237,4.595423552,2.106860686,0.918387534,0.185187409,0.715451458,0.889803211,-0.1109604,156.8274086,Z
New York,Teal,Green,Private Second Class,-1.365649797,8.202348632,9.250438063,0.040054063,0.185301712,-0.338848894,-0.882581079,-0.090668284,126.4527032,X
New York,Green,Magenta,Specialist,0.932676248,-1.151405263,3.16072693,0.541933774,0.190500382,0.661230382,0.86765963,-0.120789591,-188.4084042,X
Warsaw,Green,Lavender,Private First Class,0.790831689,4.496379917,1.438948716,0.713404935,0.191461226,0.628528447,0.864415915,-0.037811765,12.04114682,X
Warsaw,Red,Lavender,Command Sergeant Major,0.705564046,-1.152460993,3.24155438,0.665900717,0.19181021,-0.331314853,-0.878985995,-0.109863314,-378.8876103,Y
Warsaw,Purple,Orange,Master Sergeant,0.921621533,-1.611913231,2.613036457,0.954957841,0.193421011,-0.270792527,-0.831280975,-0.193166742,718.2758092,X
Warsaw,Orange,Red,Private,-1.075120726,7.511973003,8.831605616,-0.096314681,0.194999216,0.687864787,0.850999114,-0.066865016,-111.3026753,X
Warsaw,Green,Lime,Private First Class,0.761386722,-2.032173178,1.806938603,0.60152777,0.195483427,0.643471541,0.831841853,-0.080630718,77.84167154,Z
Warsaw,Orange,Red,Private Second Class,-0.67772903,8.830836661,9.951643023,0.402438981,0.196262061,-0.394088221,-0.883993342,-0.062665511,-813.4448202,Z
Warsaw,Red,Pink,First Sergeant,-2.488196527,5.397613585,0.857358489,0.056054421,0.196629371,-0.330800025,-0.856178101,-0.188733678,-295.2341251,Y
New York,Green,Blue,First Sergeant,-0.232163126,8.206083336,9.496487962,0.789789547,0.196661128,0.611853021,0.882831117,-0.069349871,-335.3783538,Z
Atlanta,Blue,Lavender,Private First Class,-0.945268443,7.831437427,9.768457984,-0.745870516,0.199817385,-0.273307756,-0.835432761,-0.14957999,-785.8132477,Z
Warsaw,Red,Purple,First Sergeant,0.932044449,-1.226125378,3.143078149,0.231338001,0.200831409,-0.333815859,-0.867575522,-0.169337832,102.4503695,X
New York,Red,Orange,Corporal,1.312922584,4.204003895,2.075065514,0.433121069,0.202653023,-0.384265756,-0.802750507,-0.127904203,-456.7132363,Z
Warsaw,Red,Pink,Staff Sergeant,-1.975834079,5.62460398,0.023787362,0.599053874,0.209259476,-0.301694158,-0.796622645,-0.149034089,-193.7037058,Y
New York,Red,Cyan,Specialist,-1.725216706,6.476231289,0.661126207,0.867285435,0.211972891,0.748406433,0.811616875,-0.085854012,-341.3091883,Y
Warsaw,Green,Magenta,Staff Sergeant,-2.95597536,6.236943588,0.560280436,-0.508811067,0.212041185,-0.36476629,-0.837272977,-0.074802213,-647.739222,X
Atlanta,Green,Cyan,Private Second Class,0.603154462,4.801115081,2.380337138,0.177076854,0.218474163,-0.37356953,-0.79093403,-0.078535252,234.4730693,X
Mumbai,Red,Pink,Private Second Class,0.242140737,-1.820229136,3.777712075,0.238114382,0.218926749,-0.329940593,-0.823979041,-0.138741534,-217.4542,Z
Shanghai,Orange,Red,Sergeant Major,-2.253636929,6.287302815,0.353505994,0.449000412,0.228931831,-0.344173416,-0.82967988,-0.168012454,573.1801909,Z
Warsaw,Blue,Yellow,Corporal,-2.146582073,5.815908299,0.404476662,0.084689537,0.230481081,-0.265776279,-0.809992313,-0.190925038,193.5282401,X
Warsaw,Red,Pink,Private Second Class,0.857153727,4.18018214,1.384865999,-0.410236239,0.232417927,0.752408433,0.782867991,-0.127118885,-112.7742172,Z
Mexico City,Yellow,Yellow,Sergeant Major,1.802067223,4.259571065,2.463336606,0.184816592,0.232500881,-0.292782325,-0.84788017,-0.171994724,293.9983928,Y
Warsaw,Red,Lavender,Command Sergeant Major,-2.393528818,5.538833081,0.554407918,1.280051888,0.237343404,0.723575298,0.899973443,-0.064926871,-343.0104707,Z
Mumbai,Red,Pink,Private Second Class,0.849501004,-2.118630405,2.78504135,0.211326454,0.237739554,-0.353408772,-0.831494806,-0.165759226,220.0284385,X
Warsaw,Red,Red,Staff Sergeant,1.08656252,-1.154740615,2.8477557,0.322907671,0.239065016,0.74878414,0.788469506,-0.07897035,-457.5906281,Z
Warsaw,Orange,Magenta,Sergeant First Class,1.829131443,4.678365618,2.041229451,0.530682545,0.249557671,-0.294551345,-0.845914208,-0.171931245,-257.7104215,X
Shanghai,Lavender,Magenta,Sergeant Major,0.962573166,4.742326066,1.961581201,-0.037608808,0.249778982,0.690344671,0.846018706,-0.101113386,-290.2024534,Z
Warsaw,Yellow,Purple,Private Second Class,-2.288508706,6.442102074,0.891396193,0.462904584,0.251187898,0.696260843,0.860763733,-0.061289511,579.9667741,Z
Sydney,Orange,Lavender,Private Second Class,-1.563896647,7.835959398,9.209279295,1.323466697,0.254693843,-0.299613295,-0.828317661,-0.202141887,653.9046497,X
Paris,Red,Purple,Sergeant First Class,-1.479823031,7.158511841,9.564993749,0.782782474,0.254999329,-0.256299513,-0.821541246,-0.153849866,37.36510447,Z
Warsaw,Red,Cyan,Specialist,-2.206943739,5.631686109,-0.226414512,0.922811477,0.256319628,-0.279142868,-0.882964488,-0.16230311,365.7804992,Y
Warsaw,Orange,Green,Master Sergeant,-2.552822122,6.434297358,0.620232253,-0.227971391,0.257399621,0.736534904,0.844022876,-0.157060173,-4.359432945,Y
Shanghai,Green,Pink,Master Sergeant,1.109739809,4.901418957,1.973204216,-1.206475063,0.258793389,0.714290868,0.852189787,-0.149719761,-394.6916897,X
New York,Red,Magenta,Private,-1.37675935,7.640033527,9.406374497,-1.18649153,0.260749867,0.770711708,0.857948198,-0.144161626,-73.19335917,Y
New York,Red,Green,Specialist,-1.683785894,6.062944691,0.360420783,0.593618462,0.261247329,0.739704107,0.84790137,-0.16453774,389.251915,Y
Warsaw,Yellow,Teal,Corporal,-2.504142415,6.265315751,0.487967771,-0.183753307,0.270628839,0.796971699,0.833227601,-0.152126904,-898.503788,Z
Sydney,Green,Lavender,Private First Class,1.669358553,4.57758777,2.203597522,0.454420638,0.276988906,-0.184042288,-0.846859018,-0.250282748,-359.4344809,Z
Warsaw,Green,Lavender,Staff Sergeant,-2.773045682,5.997352894,0.326475363,1.081324667,0.277212084,-0.310689574,-0.854607852,-0.171370364,479.7486784,Y
Warsaw,Purple,Pink,Private,0.918391816,-1.878568265,2.825441618,0.651113876,0.279578632,0.748447122,0.802473474,-0.182623102,-194.2500879,Y
New York,Green,Pink,Corporal,-2.406936795,5.511479145,0.28103753,-0.24723158,0.28318885,0.676374827,0.863074404,-0.086113955,320.8033004,Z
Warsaw,Blue,Green,Sergeant Major,-2.06995471,5.759121129,0.1075644,0.84232733,0.289306679,-0.200100529,-0.860938649,-0.237845993,423.3574552,Z
Warsaw,Red,Magenta,Specialist,-0.866579942,8.053117917,9.452140045,-0.715558447,0.290759629,0.763078239,0.81285041,-0.12103392,-539.0860774,Y
Mumbai,Red,Purple,Sergeant First Class,0.595478569,-2.007384621,3.127186957,-0.28594052,0.29414276,-0.293412318,-0.879209891,-0.215233759,578.6378987,X
Mumbai,Teal,Yellow,Private,0.520349096,4.617770336,1.833543671,1.170673042,0.295704303,0.744766044,0.809223951,-0.157659093,-443.1991229,Z
Shanghai,Red,Magenta,Sergeant,0.609091142,-1.706410818,2.220207159,0.679871767,0.301490747,0.689768383,0.800168514,-0.08065704,729.413737,Y
Warsaw,Yellow,Purple,Master Sergeant,1.151833471,-1.3098597,3.204257819,0.540079668,0.304022928,0.80445266,0.802270006,-0.187990956,-513.6718837,Y
New York,Orange,Red,Private,-2.274845363,6.023896066,1.319996879,-0.198834117,0.30407159,-0.254298033,-0.837513478,-0.206082117,372.6365922,Y
Shanghai,Magenta,Cyan,Sergeant First Class,0.681057715,4.415757167,2.016007366,0.703441116,0.307052597,0.815454056,0.75697807,-0.209391754,301.8696899,X
Warsaw,Red,Lime,Private,1.071511338,3.741402161,1.819244463,0.021370556,0.307624344,0.814208904,0.78541635,-0.267372861,-101.4718734,Z
New York,Yellow,Purple,Private Second Class,-2.201090138,4.797145336,0.616798746,-0.805944072,0.309322471,-0.312062724,-0.804968508,-0.187790448,43.00611587,Y
Shanghai,Blue,Green,Master Sergeant,-0.368937239,7.439191643,8.872187775,-0.754012324,0.312736877,-0.195378017,-0.850640674,-0.21929931,295.3217989,X
New York,Red,Purple,Command Sergeant Major,1.080587519,-1.141967315,3.226217045,0.697453868,0.313617117,-0.224728141,-0.815581588,-0.170634036,64.88189465,Y
New York,Red,Green,First Sergeant,0.683555594,-1.51674193,3.379555874,-0.080900933,0.314336338,0.776423609,0.837502048,-0.167317103,-645.1129146,Z
Warsaw,Red,Orange,Private First Class,-1.130225461,7.395952633,8.713152727,-0.419880706,0.314937648,0.838199981,0.80385563,-0.268387575,131.6638158,X
Warsaw,Yellow,Purple,Sergeant,0.569053328,4.272645425,2.208360493,1.775089494,0.315530884,-0.268387575,-0.839328729,-0.26236505,-64.36129164,Y
Paris,Red,Blue,Private First Class,0.987896325,-0.971245887,3.723506323,1.67537138,0.319574721,-0.267372861,-0.877949873,-0.232438482,-770.6326848,Z
Shanghai,Blue,Cyan,Corporal,0.822074174,3.663052908,1.700395145,0.17709327,0.320022636,0.772425482,0.832501828,-0.207889734,120.9279972,Z
Warsaw,Yellow,Blue,Staff Sergeant,0.837289818,4.071279937,1.402213711,1.073841063,0.325856504,-0.167317103,-0.883589699,-0.272796942,351.2559105,Y
Warsaw,Red,Lavender,Sergeant Major,-1.163048908,8.075207765,9.170728453,0.516482742,0.333809109,-0.141067588,-0.882136291,-0.338957221,-448.9321975,Z
New York,Yellow,Lavender,Private Second Class,1.135888617,3.194750225,2.837632445,0.909589593,0.340542925,-0.207889734,-0.838263998,-0.278580896,-616.3118104,Y
Warsaw,Yellow,Pink,Private Second Class,-1.840504034,6.101042579,0.908348678,0.343591035,0.340799943,-0.157659093,-0.888120317,-0.289039397,374.5980584,X
Warsaw,Green,Teal,Corporal,1.021164157,-2.075208006,3.26414343,0.326201548,0.341500225,0.722816857,0.849708677,-0.129070434,-5.217086776,X
Warsaw,Green,Green,Staff Sergeant,0.828783343,-1.234763297,3.359713651,0.959180797,0.341934406,-0.182623102,-0.881991494,-0.328558754,-270.0218942,X
Warsaw,Yellow,Lavender,Sergeant First Class,0.767395872,-1.338730755,3.04246109,0.201752162,0.342664436,0.764524013,0.801875002,-0.184042288,-311.6425562,Y
Warsaw,Red,Yellow,Sergeant Major,-0.956683828,6.803839718,8.898251456,0.204446345,0.342670337,0.793718719,0.812900657,-0.153509734,411.6880319,Z
Warsaw,Red,Cyan,Corporal,0.820526929,-1.540231726,2.305560862,0.210587266,0.34305517,0.830915628,0.768835672,-0.190913081,-267.497451,X
Mexico City,Red,Yellow,Master Sergeant,-0.990474961,7.069962947,9.538679841,-0.481232409,0.34602181,0.800683424,0.778232298,-0.141067588,273.5494508,Y
Mumbai,Green,Orange,First Sergeant,0.978255639,-1.310594579,2.190651209,1.696912298,0.346890064,0.801832173,0.821439535,-0.200100529,-729.5634471,X
Warsaw,Green,Lime,First Sergeant,0.401153489,4.849600067,1.779487848,0.406240248,0.350186322,0.813837304,0.764110593,-0.310689574,-858.4353699,X
Shanghai,Red,Magenta,Private,1.102798243,-1.657431398,3.158965324,0.979015127,0.357373483,0.803989529,0.793631294,-0.254298033,51.71738403,X
New York,Green,Orange,Corporal,1.323855473,4.41453609,1.666825693,-0.128318875,0.36394379,0.794904822,0.755126421,-0.195378017,-655.1128473,Y
Mexico City,Red,Yellow,Corporal,0.078141419,4.529390741,1.541446602,1.184561937,0.365114314,-0.190913081,-0.832503675,-0.239286185,-729.141963,X
New York,Blue,Orange,Private First Class,0.880518408,4.743651166,2.317373014,-0.066546956,0.365122353,0.770609713,0.703430181,-0.256299513,-94.75364078,Z
Mexico City,Green,Magenta,Private First Class,0.356098341,4.470714856,1.677520125,1.534260636,0.366221512,-0.187990956,-0.892724486,-0.27473128,300.6598701,Z
Mumbai,Red,Lavender,Command Sergeant Major,0.914266041,4.549419076,2.42415019,0.127020712,0.368100713,0.851963824,0.771429437,-0.224728141,-638.7713277,X
Shanghai,Red,Orange,Command Sergeant Major,1.244498259,4.020785048,2.071174215,0.731302987,0.369475234,0.793821932,0.762935027,-0.292782325,1410.167016,Y
Shanghai,Red,Lime,Private First Class,-2.013966795,6.089710375,0.713908234,0.861308675,0.370051793,-0.152126904,-0.869737358,-0.276256019,135.7642154,Z
New York,Yellow,Green,Private Second Class,1.134672764,3.866562724,1.458764484,1.776628103,0.370555397,-0.209391754,-0.872476715,-0.203848911,-197.5606623,X
New York,Red,Purple,Private First Class,-2.768727646,5.916819483,0.055289786,0.068799183,0.372667892,-0.16453774,-0.882433888,-0.367594796,86.20240873,Z
New York,Green,Yellow,First Sergeant,-1.058939537,8.137006289,8.917979926,-0.02331967,0.373859681,-0.08065704,-0.862345515,-0.297647169,-91.64732671,Y
New York,Blue,Blue,Staff Sergeant,1.409044166,3.725811248,1.571050324,0.697039756,0.374335236,0.806255173,0.696583843,-0.265776279,380.5471434,Y
Warsaw,Green,Magenta,Corporal,-1.407515026,7.770910601,9.991034732,1.066158671,0.374580659,0.792586394,0.69811658,-0.293412318,-74.25523424,Z
Warsaw,Green,Pink,Command Sergeant Major,-0.68230612,7.898050518,9.186717619,-0.361275156,0.376085158,-0.153509734,-0.836383342,-0.337733908,1000.99076,X
Warsaw,Green,Teal,Staff Sergeant,-1.80550785,5.662817043,1.127988563,0.079497221,0.386808771,0.787281008,0.786435892,-0.279142868,637.7344505,Z
Warsaw,Green,Orange,First Sergeant,0.546387523,-1.24715182,2.493393346,0.135134916,0.387458759,-0.12103392,-0.835905845,-0.368753094,449.5520131,Z
Warsaw,Red,Cyan,Private Second Class,0.78970244,3.926008825,1.891247644,0.499686554,0.387526475,-0.157060173,-0.890083782,-0.331357273,-661.2812266,Y
Shanghai,Red,Purple,Specialist,1.274030706,-1.364822381,3.117103223,-0.606985597,0.388845076,-0.149719761,-0.867899382,-0.30649685,-801.2316221,Z
Warsaw,Red,Magenta,Sergeant Major,1.033094801,4.911785272,2.743103244,1.504291252,0.39096067,-0.144161626,-0.793152299,-0.311806115,412.2926588,Y
New York,Green,Green,Private Second Class,-1.381772159,7.827408374,9.583264515,0.86033218,0.392396257,-0.129070434,-0.885463451,-0.299614266,526.9008167,Y
New York,Green,Lime,Private,-1.603017505,8.186781519,9.30783622,0.85508133,0.401214457,0.855267906,0.677668446,-0.301694158,-320.8689705,X
Warsaw,Red,Purple,First Sergeant,1.144247385,-1.312265405,3.079760444,0.936977583,0.406562457,0.820779657,0.711386888,-0.333815859,-144.7693816,X
New York,Red,Lime,Sergeant First Class,-0.985348699,7.576638605,9.341752628,0.805443093,0.416432487,0.849397738,0.666333324,-0.344173416,-839.4674794,Y
Warsaw,Orange,Pink,Sergeant First Class,0.458235369,-0.598584078,2.96471861,1.169145818,0.421955944,-0.07897035,-0.864866001,-0.314161678,-1152.183908,X
Warsaw,Red,Purple,Specialist,-2.691998412,5.962900548,0.021092028,0.834532862,0.422582073,-0.043641734,-0.819747452,-0.410390624,-124.1844758,X
Mumbai,Green,Blue,Private,-2.227116462,5.806558162,0.677943958,1.632761524,0.430556132,0.841057116,0.725302218,-0.312062724,587.8451654,X
Warsaw,Red,Lavender,Command Sergeant Major,-1.081135541,7.339373481,9.633276907,0.270782283,0.432216986,-0.086113955,-0.793846605,-0.39017677,539.0071659,Z
Shanghai,Red,Lime,Staff Sergeant,-1.461053299,7.452956647,9.339600619,1.070911068,0.432246532,0.844831404,0.658718147,-0.329940593,1197.373861,Y
New York,Cyan,Lavender,Corporal,-2.62917891,6.239404966,-0.033154384,0.057218427,0.433651967,-0.085854012,-0.877234878,-0.368811664,50.68384159,X
New York,Red,Green,Specialist,0.788015015,4.217007499,2.233424822,0.800485744,0.436010405,0.823410639,0.730528338,-0.299613295,-389.8802223,Z
Mumbai,Cyan,Blue,Sergeant,0.197988845,3.93867393,2.143071344,1.734710142,0.43790033,-0.051566705,-0.847727477,-0.403946227,653.3889778,Z
Paris,Red,Blue,Specialist,0.915717266,-0.591054091,2.807309123,1.38973777,0.450519023,0.860318924,0.719123769,-0.384265756,-513.8024185,Z
Warsaw,Red,Orange,Sergeant Major,0.906847562,-1.531362258,2.922481821,1.213192092,0.452177509,-0.061289511,-0.815518397,-0.413792995,2.977153199,X
New York,Red,Pink,Command Sergeant Major,0.525065546,4.41596401,1.658018077,1.519898727,0.454038931,-0.120789591,-0.876440425,-0.364067267,-262.294608,Z
Warsaw,Red,Purple,Sergeant First Class,0.802208658,5.043492819,2.324185424,0.912385143,0.455150345,0.821502025,0.672771723,-0.393856699,-282.4103788,Y
Warsaw,Red,Lavender,Sergeant First Class,-1.498851864,8.519794649,9.839021227,0.439464918,0.45765157,0.81707623,0.705942312,-0.331314853,372.9546958,Z
Shanghai,Blue,Magenta,Private,1.21117383,4.101644001,1.728950905,-0.525567909,0.457702722,0.891459134,0.69683632,-0.37356953,311.2313131,Y
Mumbai,Yellow,Orange,Sergeant First Class,1.109241107,-1.428444898,3.263290125,-0.030017616,0.459470346,0.867502543,0.691631364,-0.294551345,615.3810195,X
Warsaw,Blue,Cyan,Command Sergeant Major,-0.967542426,7.864774188,9.088497684,-0.031674268,0.460225783,-0.06636609,-0.852293339,-0.348609737,-455.0088358,Y
Shanghai,Green,Blue,Sergeant Major,-2.315971218,6.52012135,0.270718958,1.368299562,0.465255144,0.816020821,0.746719667,-0.270792527,203.2771036,Y
Warsaw,Green,Lime,Private First Class,1.062197357,-1.72020383,2.918910734,-0.553537009,0.465545669,0.017243569,-0.837194619,-0.451478633,228.7893558,Y
Sydney,Red,Teal,Private Second Class,1.666593562,-2.372926419,3.480028437,0.89756149,0.466152009,-0.127118885,-0.839661817,-0.348874867,153.1151503,X
Warsaw,Orange,Cyan,Private,1.296389258,4.18014155,1.961880857,0.55952629,0.468553394,-0.064926871,-0.856340551,-0.416926432,-803.2541659,Y
New York,Red,Yellow,Private First Class,-2.036161018,6.007748253,0.49382287,0.665932949,0.474310425,0.808821198,0.748317901,-0.273307756,-331.5822513,X
Mumbai,Orange,Lime,Master Sergeant,1.507383157,4.263274733,1.734010966,0.799274512,0.475153473,0.824184127,0.702786099,-0.353408772,736.311234,Y
Warsaw,Blue,Blue,Master Sergeant,-2.443348736,5.362386519,0.982765713,0.261777623,0.483028332,0.812017669,0.75361929,-0.330800025,207.5840449,Z
Mumbai,Red,Lavender,Staff Sergeant,-2.852457657,6.021201022,0.642340924,-0.349526541,0.485735997,-0.037811765,-0.79509417,-0.449328315,-412.4425437,Y
Paris,Yellow,Lavender,Corporal,0.554418693,4.631886462,2.240519653,0.168429462,0.489540501,0.851172726,0.654444556,-0.320270272,212.2709492,Z
Warsaw,Yellow,Yellow,Private Second Class,1.199301925,-1.776914969,2.761725184,1.402231252,0.489822965,-0.066865016,-0.803181653,-0.472505599,342.2172913,Y
Warsaw,Green,Lime,Sergeant Major,1.018459344,-1.283641442,3.363867191,0.843200856,0.490437899,-0.1109604,-0.873764845,-0.419734589,109.0626461,Z
Warsaw,Red,Cyan,Sergeant Major,0.723508575,4.369358756,2.093796064,1.569108515,0.494511345,-0.040362274,-0.837735306,-0.425026205,257.2016308,X
Warsaw,Red,Yellow,Staff Sergeant,-2.512504596,6.191584023,0.388456772,1.201769035,0.495341979,0.834968575,0.712375231,-0.338848894,169.3121977,Z
Warsaw,Red,Orange,Private Second Class,-2.003828131,4.893044602,0.175840623,0.866842993,0.500536288,-0.080630718,-0.857162525,-0.374902933,-872.9035488,X
Warsaw,Blue,Lavender,Sergeant,-1.013040675,8.458264032,9.626866089,1.230417116,0.504226617,-0.101113386,-0.828607399,-0.3629653,-833.4176258,X
Warsaw,Orange,Teal,Master Sergeant,0.654019476,3.856462558,2.002845917,0.637036981,0.507018253,0.893616217,0.643891763,-0.361219191,-140.5407451,Z
New York,Red,Red,Corporal,0.634483242,-1.33954992,3.61223386,0.468739795,0.511328127,0.905857793,0.666573564,-0.414151575,1125.250804,Y
Warsaw,Red,Blue,Staff Sergeant,1.06651354,4.483672168,2.028357278,0.298086286,0.512336698,0.890669133,0.69023354,-0.403627121,12.72774774,X
Mumbai,Cyan,Purple,Master Sergeant,-1.071117329,7.922818845,9.135576627,0.423451241,0.514321224,-0.006008416,-0.801976411,-0.482424242,-15.22377134,Y
Mumbai,Yellow,Cyan,Staff Sergeant,-2.675373522,5.182012959,0.457309469,0.837819564,0.515384833,0.066001365,-0.853005096,-0.432795192,-534.1943376,Y
Warsaw,Magenta,Green,Master Sergeant,-1.451069683,8.173458257,9.003017679,0.694774348,0.51648827,0.861304083,0.721847336,-0.36476629,-473.1743465,Y
Warsaw,Orange,Magenta,Private Second Class,-2.402552349,5.990101618,0.442116666,0.301626972,0.52564455,0.931062222,0.586118527,-0.404271936,-490.1250324,Z
New York,Yellow,Lime,First Sergeant,-1.56817023,7.722829843,9.037500529,-0.975388749,0.528945396,0.005542777,-0.813649089,-0.44324794,-530.3284643,Z
Mexico City,Blue,Teal,Sergeant First Class,-1.455722152,5.746591567,0.938187957,0.080356666,0.530573388,-0.003413354,-0.837631639,-0.389121267,1273.536193,X
New York,Red,Teal,Command Sergeant Major,1.136869701,4.793735553,2.081209964,1.042264254,0.531254893,0.872486311,0.581080442,-0.479306537,-419.6038356,X
Warsaw,Cyan,Magenta,Private First Class,1.317290854,4.064325753,1.608908727,0.621815508,0.531840031,0.917882784,0.591822607,-0.425866363,-1113.110028,Y
Shanghai,Blue,Red,Specialist,0.959531193,-1.110276658,2.902175065,0.328053515,0.537394543,0.884805465,0.598981573,-0.389506574,59.635741,Z
Warsaw,Red,Orange,Private,-1.332831091,7.829457981,9.227890558,0.410798792,0.53854056,0.847088315,0.648797388,-0.394088221,120.0729477,Z
Warsaw,Red,Magenta,First Sergeant,-2.893753486,5.764571413,0.849875998,0.134139617,0.539912819,0.905101917,0.618976037,-0.410414803,660.7330464,X
Shanghai,Yellow,Green,Sergeant First Class,0.801040358,3.802669183,2.366263664,-0.02675076,0.545101001,-0.006241246,-0.822195264,-0.402369615,386.0871301,X
Shanghai,Red,Blue,Sergeant Major,0.685021297,-1.380564498,3.437012368,0.353708914,0.547205187,0.884794118,0.641066754,-0.407658547,478.0622262,Z
Mumbai,Red,Green,Staff Sergeant,0.834672514,3.75380681,1.79782016,0.477206339,0.549215071,0.006026522,-0.836360304,-0.410346643,731.7018434,Z
New York,Yellow,Cyan,First Sergeant,-2.237178746,6.086100597,0.703511933,0.027209181,0.551357088,0.929875585,0.635313108,-0.368238419,-544.884496,Y
Warsaw,Green,Red,Sergeant First Class,-2.529812907,6.369055235,0.529881946,0.200843002,0.551747896,-0.055066531,-0.826511059,-0.472955855,831.5085039,X
Warsaw,Red,Cyan,Master Sergeant,1.493406045,-1.318382514,3.162653138,0.685168174,0.553546037,0.041035072,-0.777539325,-0.50353961,848.8456983,X
New York,Green,Purple,Sergeant Major,0.575762164,-0.588245201,2.406217819,0.637089114,0.554988823,-0.069349871,-0.866648786,-0.433786443,132.14491,Z
Warsaw,Purple,Orange,Staff Sergeant,-2.585341799,6.175632669,0.845723331,1.551843536,0.561184942,0.851777366,0.670519886,-0.391228322,-869.002066,Z
Warsaw,Red,Cyan,Sergeant Major,-1.208023291,8.051124525,9.307725947,2.177283473,0.561578767,0.062771836,-0.82836396,-0.479446403,408.9158292,Z
